,CMPNM_NM,JJINHBT_SALES_PRICE_RATE,OTSD_SALES_PRICE_RATE,ALL_SALES_PRICE_RATE,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM
7900,시골못난이투,1.0133333333333334,0.055,0.11333333333333334,제주시,연동,제주시 동지역,한식,가정식
7901,시골밥상,0.8166666666666668,0.045000000000000005,0.09333333333333334,서귀포시,성산읍,성산읍,한식,가정식
7902,시골촌,0.024999999999999998,0.028333333333333335,0.028333333333333335,서귀포시,성산읍,성산읍,한식,가정식
7903,시골친구,0.5083333333333333,0.045000000000000005,0.075,서귀포시,표선면,표선면,한식,단품요리 전문
7904,시끌벅적분식,0.07500000000000001,0.01,0.01,서귀포시,대륜동,서귀포시 동지역,한식,분식
7905,시나르,1.1866666666666668,0.03,0.09666666666666666,제주시,조천읍,조천읍,양식,양식
7906,시나브로,0.225,0.0,0.015,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
7907,시네마,0.9133333333333334,0.006666666666666667,0.06333333333333334,제주시,이도2동,제주시 동지역,한식,가정식
7908,시니어손맛아리랑,0.08,0.0,0.0033333333333333335,제주시,이도2동,제주시 동지역,한식,가정식
7909,시드니양갈비,2.465,0.04833333333333333,0.19833333333333333,제주시,노형동,제주시 동지역,한식,가정식
7910,시로코,0.4733333333333334,0.04833333333333334,0.075,제주시,용담2동,제주시 동지역,한식,단품요리 전문
7911,시루애월,0.7833333333333333,0.10666666666666667,0.15,제주시,애월읍,애월읍,한식,단품요리 전문
7912,시머폿,0.29333333333333333,0.013333333333333334,0.03166666666666667,제주시,아라동,제주시 동지역,한식,가정식
7913,시민골,1.1066666666666667,0.005,0.07166666666666667,제주시,이도1동,제주시 동지역,한식,가정식
7914,시민도야지,0.118,0.0,0.01,서귀포시,예래동,서귀포시 동지역,한식,단품요리 전문
7915,시민명가,0.3516666666666666,0.0033333333333333335,0.02666666666666667,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
7916,시민야식당,0.118,0.0,0.008,제주시,이도1동,제주시 동지역,주점및주류판매,맥주/요리주점
7917,시민을위한갈비,0.31666666666666665,0.02,0.03833333333333334,서귀포시,중앙동,서귀포시 동지역,한식,가정식
7918,시봉카페,0.08666666666666667,0.005,0.01,서귀포시,송산동,서귀포시 동지역,양식,양식
7919,시봉포차,0.17166666666666666,0.011666666666666667,0.024999999999999998,서귀포시,정방동,서귀포시 동지역,한식,가정식
7920,시선밥상,0.09666666666666668,0.0,0.006666666666666667,제주시,조천읍,조천읍,한식,가정식
7921,시소식당,0.08,0.006666666666666667,0.013333333333333334,제주시,조천읍,조천읍,아시아음식,일식
7922,시소집,0.425,0.0016666666666666668,0.03,서귀포시,서홍동,서귀포시 동지역,한식,가정식
7923,시시소소,0.16833333333333333,0.024999999999999998,0.03333333333333333,제주시,구좌읍,구좌읍,음료,커피
7924,시시한덮밥,0.11833333333333333,0.0,0.01,제주시,아라동,제주시 동지역,한식,단품요리 전문
7925,시실리,0.22,0.01,0.025000000000000005,서귀포시,대천동,서귀포시 동지역,한식,가정식
7926,시안,0.29333333333333333,0.051666666666666666,0.06666666666666667,서귀포시,성산읍,성산읍,양식,양식
7927,시안21,0.18,0.0,0.01,제주시,아라동,제주시 동지역,양식,양식
7928,시영통닭용담점,1.0716666666666665,0.008333333333333333,0.07333333333333335,제주시,용담2동,제주시 동지역,패스트푸드,치킨
7929,시오름식당,0.018,0.0,0.0,제주시,한림읍,한림읍,한식,단품요리 전문
7930,시온푸드,0.17666666666666667,0.005,0.016666666666666666,서귀포시,중문동,서귀포시 동지역,한식,가정식
7931,시옽,0.19333333333333336,0.013333333333333334,0.023333333333333334,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
7932,시월,1.6666666666666667,0.021666666666666667,0.125,제주시,이도2동,제주시 동지역,한식,가정식
7933,시월의 LIBRA,0.24833333333333332,0.0,0.016666666666666666,제주시,일도2동,제주시 동지역,한식,단품요리 전문
7934,시월의밀,0.74,0.0,0.065,제주시,외도동,제주시 동지역,간식,베이커리
7935,시월희,0.0,0.0,0.0,제주시,조천읍,조천읍,한식,단품요리 전문
7936,시인의집,0.14833333333333334,0.03833333333333334,0.04666666666666666,제주시,조천읍,조천읍,한식,가정식
7937,시작카페,0.275,0.0,0.015,제주시,삼도2동,제주시 동지역,음료,커피
7938,시장,0.01,0.006,0.006,제주시,이도1동,제주시 동지역,한식,가정식
7939,시장(분식),0.4116666666666667,0.0,0.024999999999999998,제주시,화북동,제주시 동지역,간식,분식
7940,시장골목순대,0.155,0.0,0.01,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
7941,시장냉면,0.5766666666666667,0.06333333333333334,0.09333333333333334,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
7942,시장떡집,0.05,0.0,0.005,서귀포시,중앙동,서귀포시 동지역,간식,떡/한과
7943,시장밥상,0.08166666666666667,0.01,0.016666666666666666,제주시,일도1동,제주시 동지역,한식,가정식
7944,시장올레,0.02,0.051666666666666666,0.05000000000000001,제주시,이도1동,제주시 동지역,한식,가정식
7945,시장초밥,0.75,0.013333333333333334,0.060000000000000005,제주시,외도동,제주시 동지역,아시아음식,일식
7946,시쟈덕,0.9283333333333332,0.02,0.07833333333333334,제주시,연동,제주시 동지역,한식,단품요리 전문
7947,시적인순간,0.09833333333333334,0.04,0.045000000000000005,제주시,구좌읍,구좌읍,한식,단품요리 전문
7948,시조왕,0.4166666666666667,0.0016666666666666668,0.03,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
7949,시즈닝제주협재점,0.492,0.324,0.346,제주시,한림읍,한림읍,한식,단품요리 전문
7950,시즌,0.11400000000000002,0.0,0.008,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7951,시차,0.06833333333333334,0.04666666666666667,0.04666666666666667,제주시,한림읍,한림읍,한식,단품요리 전문
7952,시청골목집,1.8133333333333332,0.02333333333333333,0.135,제주시,이도2동,제주시 동지역,한식,가정식
7953,시청그때그집,1.2449999999999999,0.18000000000000002,0.24833333333333332,제주시,이도1동,제주시 동지역,한식,단품요리 전문
7954,시청뒤에서,0.10166666666666667,0.0,0.008333333333333333,서귀포시,서홍동,서귀포시 동지역,간식,베이커리
7955,시청소미네식당,0.4066666666666667,0.0,0.02666666666666667,서귀포시,서홍동,서귀포시 동지역,한식,가정식
7956,시청시장통닭,0.4533333333333333,0.01,0.03833333333333334,제주시,이도2동,제주시 동지역,패스트푸드,치킨
7957,시청중국관치킨호프,0.195,0.005,0.025,제주시,이도2동,제주시 동지역,패스트푸드,치킨
7958,시청찌게마을,0.035,0.0,0.005,제주시,이도2동,제주시 동지역,주점및주류판매,맥주/요리주점
7959,시청흑돼지돈삼겹,0.26,0.013333333333333334,0.03,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7960,시카고부대찌개앤대패가1900아라점,0.15,0.0,0.01,제주시,아라동,제주시 동지역,한식,단품요리 전문
7961,시카고앤비비큐외도점,0.31833333333333336,0.01,0.03,제주시,외도동,제주시 동지역,패스트푸드,치킨
7962,시카고피자,0.21833333333333335,0.018333333333333333,0.03166666666666667,서귀포시,성산읍,성산읍,패스트푸드,피자
7963,시카고피자남원점,0.8066666666666666,0.02666666666666667,0.075,서귀포시,남원읍,남원읍,패스트푸드,피자
7964,시키,0.235,0.02,0.034999999999999996,제주시,애월읍,애월읍,아시아음식,일식
7965,시트러스,0.06333333333333334,0.02666666666666667,0.028333333333333332,제주시,한림읍,한림읍,한식,단품요리 전문
7966,시흥삼림,0.24333333333333332,0.049999999999999996,0.06333333333333334,서귀포시,성산읍,성산읍,한식,단품요리 전문
7967,식개집,0.10666666666666667,0.006666666666666667,0.013333333333333334,서귀포시,천지동,서귀포시 동지역,한식,가정식
7968,식객노형정육식당,0.7000000000000001,0.006666666666666667,0.04666666666666667,제주시,노형동,제주시 동지역,한식,가정식
7969,식과함께,0.4216666666666667,0.39999999999999997,0.4166666666666667,서귀포시,안덕면,안덕면,한식,가정식
7970,식당교래,0.2966666666666667,0.09666666666666668,0.11333333333333334,제주시,조천읍,조천읍,한식,가정식
7971,식당마요네즈,3.3349999999999995,0.21666666666666667,0.41333333333333333,제주시,노형동,제주시 동지역,한식,가정식
7972,식도원,0.26333333333333336,0.0016666666666666668,0.02,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7973,식도향,0.21000000000000002,0.02,0.032,서귀포시,송산동,서귀포시 동지역,한식,가정식
7974,식물집카페,0.345,0.03166666666666667,0.05333333333333334,서귀포시,대륜동,서귀포시 동지역,음료,커피
7975,식빵가게,0.13166666666666668,0.0,0.011666666666666667,제주시,용담2동,제주시 동지역,간식,베이커리
7976,식빵이야기,0.36166666666666664,0.0,0.02,제주시,연동,제주시 동지역,간식,베이커리
7977,식빵집,0.18833333333333335,0.0016666666666666668,0.015,제주시,연동,제주시 동지역,간식,베이커리
7978,식을 탐하다,0.09499999999999999,0.03,0.03333333333333333,서귀포시,성산읍,성산읍,한식,가정식
7979,식전당포,0.645,0.015,0.05166666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7980,식탐 메밀치킨,0.03833333333333334,0.016666666666666666,0.016666666666666666,서귀포시,중앙동,서귀포시 동지역,패스트푸드,치킨
7981,신가네국수,0.11400000000000002,0.002,0.01,서귀포시,중앙동,서귀포시 동지역,한식,가정식
7982,신가네밥상,0.096,0.0,0.004,제주시,구좌읍,구좌읍,한식,가정식
7983,신가네야식,0.21666666666666667,0.0,0.013333333333333334,제주시,이도1동,제주시 동지역,한식,가정식
7984,신가네짬뽕,0.13833333333333334,0.023333333333333334,0.03333333333333333,제주시,한경면,한경면,아시아음식,중식
7985,신거평,0.14333333333333334,0.0016666666666666668,0.011666666666666667,서귀포시,성산읍,성산읍,한식,가정식
7986,신고을칼국수,0.6083333333333333,0.005,0.043333333333333335,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7987,신관,1.0633333333333332,0.6066666666666666,0.6533333333333333,서귀포시,정방동,서귀포시 동지역,아시아음식,일식
7988,신광떡집,0.09833333333333333,0.0033333333333333335,0.008333333333333333,제주시,연동,제주시 동지역,간식,떡/한과
7989,신궁양궁카페,0.125,0.005,0.013333333333333334,제주시,이도2동,제주시 동지역,음료,커피
7990,신기루,0.16,0.0,0.005,제주시,이도2동,제주시 동지역,한식,단품요리 전문
7991,신나는철스 (아랑조을거리점),0.1225,0.0075,0.0125,서귀포시,천지동,서귀포시 동지역,아시아음식,중식
7992,신나는철스 신산점,0.355,0.0,0.023333333333333334,제주시,일도2동,제주시 동지역,한식,가정식
7993,신나라,0.10200000000000001,0.0,0.008,서귀포시,천지동,서귀포시 동지역,한식,가정식
7994,신나이스,0.194,0.002,0.014000000000000002,서귀포시,성산읍,성산읍,한식,가정식
7995,신농,0.3983333333333334,0.005,0.028333333333333332,제주시,연동,제주시 동지역,한식,가정식
7996,신대로12길,0.07166666666666667,0.006666666666666667,0.011666666666666667,제주시,연동,제주시 동지역,한식,단품요리 전문
7997,신대림,0.015,0.0,0.0,제주시,한림읍,한림읍,한식,가정식
7998,신대장군집,0.8966666666666666,0.07333333333333333,0.125,제주시,연동,제주시 동지역,한식,가정식
7999,신도시정육식당,1.2233333333333334,0.08833333333333333,0.16166666666666665,서귀포시,대륜동,서귀포시 동지역,한식,가정식
8000,신도어촌계식당,0.7016666666666667,0.06166666666666667,0.10166666666666667,서귀포시,대정읍,대정읍,한식,가정식
8001,신도원,0.46666666666666673,0.03333333333333333,0.06,제주시,건입동,제주시 동지역,한식,가정식
8002,신동성식당,2.7933333333333334,0.11666666666666665,0.28,서귀포시,영천동,서귀포시 동지역,한식,가정식
8003,신동양,0.405,0.0,0.02666666666666667,제주시,건입동,제주시 동지역,아시아음식,중식
8004,신라가든,0.22090909090909092,0.002727272727272727,0.014545454545454545,제주시,한림읍,한림읍,한식,단품요리 전문
8005,신라제과,0.01,0.0,0.0,제주시,구좌읍,구좌읍,간식,베이커리
8006,신례토종닭식당,0.4683333333333333,0.013333333333333334,0.03833333333333334,서귀포시,남원읍,남원읍,한식,단품요리 전문
8007,신마녀신제주점,0.29333333333333333,0.0016666666666666668,0.02,제주시,연동,제주시 동지역,한식,가정식
8008,신마포갈매기신제주점,0.8720000000000001,0.016,0.064,제주시,연동,제주시 동지역,한식,단품요리 전문
8009,신마포갈매기제주시청점,0.7016666666666667,0.013333333333333334,0.05666666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
8010,신마포갈매기제주일도점,1.0533333333333335,0.006666666666666667,0.07166666666666667,제주시,일도2동,제주시 동지역,한식,단품요리 전문
8011,신모슬포포구식당,0.255,0.07833333333333332,0.09166666666666667,서귀포시,대정읍,대정읍,한식,가정식
8012,신미국밥,0.46,0.016666666666666666,0.041666666666666664,제주시,구좌읍,구좌읍,한식,단품요리 전문
8013,신미네,1.55,0.01,0.10666666666666667,서귀포시,동홍동,서귀포시 동지역,한식,가정식
8014,신미민물장어,0.8116666666666666,0.005,0.05333333333333334,제주시,이도2동,제주시 동지역,한식,단품요리 전문
8015,신미식당,2.1616666666666666,0.05000000000000001,0.17500000000000002,서귀포시,표선면,표선면,한식,단품요리 전문
8016,신미영이네,0.8383333333333334,1.7233333333333334,1.7300000000000002,서귀포시,대정읍,대정읍,한식,가정식
8017,신미조리,0.24333333333333332,0.0016666666666666668,0.015,제주시,연동,제주시 동지역,아시아음식,일식
8018,신반점,0.5816666666666667,0.006666666666666667,0.043333333333333335,제주시,이도2동,제주시 동지역,아시아음식,중식
8019,신백정,0.43166666666666664,0.03166666666666667,0.05833333333333334,서귀포시,안덕면,안덕면,한식,가정식
8020,신비가든,0.7966666666666667,0.03,0.075,제주시,노형동,제주시 동지역,한식,가정식
8021,신비국수국밥,0.14166666666666666,0.0,0.01,제주시,삼도2동,제주시 동지역,한식,가정식
8022,신비예스,1.1316666666666666,0.02666666666666667,0.09666666666666666,제주시,이도2동,제주시 동지역,한식,단품요리 전문
8023,신비의사랑,1.29,0.011666666666666667,0.08833333333333333,제주시,노형동,제주시 동지역,음료,커피
8024,신사동식당,0.02,0.0,0.0,제주시,조천읍,조천읍,한식,가정식
8025,신사본가송탄부대찌개,0.79,0.018333333333333333,0.06833333333333334,제주시,연동,제주시 동지역,한식,단품요리 전문
8026,신사사일,1.5883333333333332,0.03,0.13,제주시,이도2동,제주시 동지역,한식,단품요리 전문
8027,신사삼구번길,0.08333333333333333,0.0033333333333333335,0.013333333333333334,서귀포시,정방동,서귀포시 동지역,아시아음식,중식
8028,신산 1038,0.08,0.0033333333333333335,0.01,서귀포시,성산읍,성산읍,한식,단품요리 전문
8029,신산기름집,0.11499999999999999,0.0,0.006666666666666667,제주시,일도2동,제주시 동지역,한식,단품요리 전문
8030,신산나들목,0.8249999999999998,0.05666666666666667,0.105,서귀포시,성산읍,성산읍,한식,가정식
8031,신산리마을카페,0.18166666666666667,0.034999999999999996,0.04666666666666667,서귀포시,성산읍,성산읍,음료,커피
8032,신산머루마을관리사회적협동조합,0.08,0.01,0.01,제주시,일도2동,제주시 동지역,한식,가정식
8033,신산명성식당,1.5833333333333333,0.045000000000000005,0.13833333333333334,제주시,일도2동,제주시 동지역,한식,가정식
8034,신산배꼽시계,0.015,0.0,0.0,제주시,일도2동,제주시 동지역,한식,단품요리 전문
8035,신산복어집,0.43500000000000005,0.0033333333333333335,0.028333333333333335,제주시,일도2동,제주시 동지역,한식,단품요리 전문
8036,신산서해닭집,0.1416666666666667,0.0,0.008333333333333333,제주시,일도2동,제주시 동지역,한식,단품요리 전문
8037,신산포구자연산횟집,0.15,0.06,0.065,서귀포시,성산읍,성산읍,아시아음식,일식
8038,신삼다식당,0.35000000000000003,0.0,0.021666666666666667,제주시,이도1동,제주시 동지역,한식,단품요리 전문
8039,신삼미식당,0.7616666666666667,0.008333333333333333,0.049999999999999996,제주시,조천읍,조천읍,한식,단품요리 전문
8040,신선국수,0.10333333333333333,0.01,0.016666666666666666,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문
8041,신선초밥,0.054000000000000006,0.0,0.004,서귀포시,정방동,서귀포시 동지역,한식,가정식
8042,신설돈가,1.2166666666666666,0.01,0.08333333333333333,제주시,일도2동,제주시 동지역,한식,가정식
8043,신설동보리빵,0.12833333333333333,0.0,0.01,제주시,일도2동,제주시 동지역,간식,베이커리
8044,신설동커피,0.22,0.0,0.02,제주시,이도2동,제주시 동지역,음료,커피
8045,신설오름,4.786666666666666,0.36833333333333335,0.655,제주시,일도2동,제주시 동지역,한식,가정식
8046,신성,0.285,0.028333333333333332,0.045000000000000005,제주시,연동,제주시 동지역,한식,가정식
8047,신성골,0.052000000000000005,0.0,0.004,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
8048,신세계  제과점,0.23500000000000001,0.0016666666666666668,0.015,서귀포시,대정읍,대정읍,간식,베이커리
8049,신세계회센타,0.098,0.008,0.012,제주시,용담1동,제주시 동지역,한식,단품요리 전문
8050,신세기식당,0.23200000000000004,0.006,0.022,서귀포시,대륜동,서귀포시 동지역,한식,가정식
8051,신속풀이2호,0.15666666666666665,0.0,0.01,제주시,일도2동,제주시 동지역,한식,가정식
8052,신수성,0.455,0.005,0.03166666666666667,제주시,이도2동,제주시 동지역,한식,가정식
8053,신수연,0.048,0.002,0.004,제주시,삼도1동,제주시 동지역,한식,가정식
8054,신수카페,0.02333333333333333,0.0,0.0016666666666666668,제주시,한경면,한경면,음료,커피
8055,신스버거,0.08999999999999998,0.06166666666666667,0.065,제주시,한림읍,한림읍,패스트푸드,햄버거
8056,신시가지굽네치킨,0.4083333333333334,0.011666666666666667,0.03333333333333333,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨
8057,신시가지네네치킨,0.4266666666666667,0.0033333333333333335,0.03,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨
8058,신시가지숯불갈비,0.27666666666666667,0.01,0.03,서귀포시,대륜동,서귀포시 동지역,한식,가정식
8059,신시가지안성식당,0.18333333333333335,0.015,0.02666666666666667,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
8060,신시가지횟집,0.5783333333333333,0.06666666666666667,0.09666666666666668,서귀포시,대천동,서귀포시 동지역,아시아음식,일식
8061,신시골뚝배기,0.04666666666666667,0.0,0.0033333333333333335,제주시,화북동,화북동,한식,단품요리 전문
8062,신신,0.5850000000000001,0.0,0.03666666666666667,제주시,일도1동,제주시 동지역,한식,단품요리 전문
8063,신신낙지,0.32,0.0,0.02,제주시,연동,제주시 동지역,한식,단품요리 전문
8064,신신식육식당,0.5366666666666666,0.08666666666666667,0.11833333333333333,서귀포시,정방동,서귀포시 동지역,한식,가정식
8065,신신카페,0.134,0.024,0.03,서귀포시,정방동,서귀포시 동지역,음료,커피
8066,신씨네춘천닭갈비,0.27999999999999997,0.0033333333333333335,0.02,제주시,조천읍,조천읍,한식,갈비
8067,신양귀비,0.28,0.0,0.016666666666666666,서귀포시,중앙동,서귀포시 동지역,한식,가정식
8068,신양로118,0.105,0.11166666666666668,0.12,서귀포시,성산읍,성산읍,한식,가정식
8069,신양장어,0.3466666666666667,0.0016666666666666668,0.023333333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
8070,신엄마,0.225,0.0,0.013333333333333334,제주시,일도2동,제주시 동지역,한식,가정식
8071,신엄시골밥집,0.32333333333333336,0.005,0.024999999999999998,제주시,애월읍,애월읍,한식,가정식
8072,신엄해녀의집,0.19333333333333336,0.4066666666666667,0.405,제주시,애월읍,애월읍,한식,가정식
8073,신여성집합실,0.5566666666666666,0.14,0.16833333333333333,서귀포시,대정읍,대정읍,한식,가정식
8074,신영돌판구이,0.19,0.005,0.02,제주시,연동,제주시 동지역,한식,가정식
8075,신영음식점,0.005,0.0,0.0,서귀포시,중앙동,서귀포시 동지역,한식,가정식
8076,신옛촌,0.23500000000000001,0.42500000000000004,0.4266666666666667,서귀포시,안덕면,안덕면,한식,가정식
8077,신옛촌 제주점,0.15833333333333335,0.17500000000000002,0.17833333333333334,제주시,이호동,제주시 동지역,한식,단품요리 전문
8078,신왕,1.2483333333333333,0.09999999999999999,0.17166666666666666,서귀포시,성산읍,성산읍,아시아음식,중식
8079,신용숯불갈비,4.5633333333333335,0.05666666666666667,0.33666666666666667,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
8080,신우가촌,1.4316666666666666,0.065,0.15333333333333335,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
8081,신우성흑돼지,0.34833333333333333,0.9033333333333333,0.9016666666666667,서귀포시,예래동,서귀포시 동지역,한식,가정식
8082,신의한근,0.8233333333333333,0.049999999999999996,0.09666666666666666,제주시,삼양동,제주시 동지역,한식,가정식
8083,신의한모,1.47,0.5033333333333333,0.5766666666666667,제주시,애월읍,애월읍,한식,단품요리 전문
8084,신이 내린 닭 (탑동점),0.10500000000000001,0.0,0.01,제주시,일도1동,제주시 동지역,아시아음식,일식
8085,신이내린닭 삼화점,0.37,0.0,0.02,제주시,삼양동,제주시 동지역,양식,양식
8086,신이내린닭 신제주신이점,0.8516666666666666,0.008333333333333333,0.06166666666666667,제주시,연동,제주시 동지역,한식,단품요리 전문
8087,신이내린닭 제주시청점,0.18499999999999997,0.0016666666666666668,0.015,제주시,이도1동,제주시 동지역,양식,양식
8088,신이내린닭아라점,0.31,0.006666666666666667,0.023333333333333334,제주시,아라동,제주시 동지역,한식,단품요리 전문
8089,신이네사거리식당,0.365,0.006666666666666667,0.028333333333333335,제주시,조천읍,조천읍,한식,가정식
8090,신전떡볶이,0.7533333333333334,0.006666666666666667,0.05333333333333334,서귀포시,동홍동,서귀포시 동지역,간식,분식
8091,신전떡볶이 삼화점,0.22666666666666668,0.0,0.015,제주시,삼양동,제주시 동지역,간식,분식
8092,신전떡볶이 용담점,0.24666666666666667,0.0016666666666666668,0.018333333333333333,제주시,용담2동,제주시 동지역,간식,분식
8093,신전떡볶이노형점,0.7266666666666667,0.01,0.051666666666666666,제주시,노형동,제주시 동지역,간식,분식
8094,신전떡볶이대정점,0.54,0.02666666666666667,0.056666666666666664,서귀포시,대정읍,대정읍,간식,분식
8095,신전떡볶이성산점,0.14333333333333334,0.021666666666666667,0.03,서귀포시,성산읍,성산읍,간식,분식
8096,신전떡볶이시청점,0.255,0.005,0.018333333333333333,제주시,이도2동,제주시 동지역,간식,분식
8097,신전떡볶이신서귀포점,0.295,0.016666666666666666,0.034999999999999996,서귀포시,대륜동,서귀포시 동지역,간식,분식
8098,신전떡볶이신촌점,0.40166666666666667,0.011666666666666667,0.03666666666666667,제주시,조천읍,조천읍,간식,분식
8099,신전떡볶이연동직영점,0.7483333333333334,0.011666666666666667,0.05666666666666667,제주시,연동,제주시 동지역,간식,분식
8100,신전떡볶이외도점,0.6833333333333332,0.008333333333333333,0.04833333333333334,제주시,외도동,제주시 동지역,간식,분식
8101,신전떡볶이인제점,0.41333333333333333,0.0016666666666666668,0.03,제주시,일도2동,제주시 동지역,간식,분식
8102,신전떡볶이제주대점,0.14833333333333334,0.006666666666666667,0.016666666666666666,제주시,아라동,제주시 동지역,간식,분식
8103,신전떡볶이중문점,0.19333333333333336,0.018333333333333333,0.02666666666666667,서귀포시,중문동,서귀포시 동지역,간식,분식
8104,신전떡볶이표선점,0.3416666666666666,0.011666666666666667,0.034999999999999996,서귀포시,표선면,표선면,간식,분식
8105,신전떡볶이한림점,0.3233333333333333,0.01,0.03166666666666667,제주시,한림읍,한림읍,간식,분식
8106,신정,0.22333333333333336,0.0016666666666666668,0.015,제주시,일도2동,제주시 동지역,한식,가정식
8107,신제가든,0.18666666666666668,0.0,0.01,서귀포시,남원읍,남원읍,한식,가정식
8108,신제일,0.051666666666666666,0.03333333333333333,0.035,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
8109,신제주그랜드,1.2033333333333334,0.03333333333333333,0.11166666666666668,제주시,연동,제주시 동지역,아시아음식,일식
8110,신제주명동,0.405,0.0,0.028333333333333332,제주시,연동,제주시 동지역,한식,가정식
8111,신제주배스킨라빈스,1.4216666666666666,0.043333333333333335,0.13,제주시,노형동,제주시 동지역,간식,아이스크림/빙수
8112,신제주보쌈,1.3266666666666667,0.01,0.09166666666666667,제주시,노형동,제주시 동지역,한식,단품요리 전문
8113,신제주빠빠라기,1.9433333333333334,0.049999999999999996,0.15833333333333333,제주시,연동,제주시 동지역,음료,커피
8114,신제주삼보,0.16666666666666666,0.028333333333333332,0.04,제주시,연동,제주시 동지역,한식,가정식
8115,신제주신신불닭발연동,1.2483333333333333,0.011666666666666667,0.09000000000000001,제주시,연동,제주시 동지역,한식,단품요리 전문
8116,신제주아이스크림할인점,0.22,0.0,0.02,제주시,연동,제주시 동지역,간식,아이스크림/빙수
8117,신제주양곱창,0.5883333333333333,0.03166666666666667,0.06833333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
8118,신제주은남,0.3433333333333333,0.016666666666666666,0.034999999999999996,제주시,연동,제주시 동지역,한식,가정식
8119,신제주전복나라,0.23500000000000001,0.016666666666666666,0.03333333333333333,제주시,연동,제주시 동지역,한식,단품요리 전문
8120,신제주촌오리,0.51,0.03833333333333334,0.06833333333333334,제주시,애월읍,애월읍,한식,단품요리 전문
8121,신제주황가네,0.77,0.0125,0.065,제주시,연동,제주시 동지역,한식,가정식
8122,신조,0.27666666666666667,0.005,0.02,제주시,외도동,제주시 동지역,한식,단품요리 전문
8123,신주양꼬치제주점,1.4916666666666665,0.05333333333333334,0.1466666666666667,제주시,연동,제주시 동지역,아시아음식,중식
8124,신중앙로,0.2975,0.0,0.015000000000000001,제주시,이도1동,제주시 동지역,한식,가정식
8125,신짜우베트남쌀국수,0.9133333333333334,0.018333333333333333,0.075,제주시,화북동,제주시 동지역,아시아음식,동남아/인도음식
8126,신짱,0.049999999999999996,0.0,0.0016666666666666668,제주시,이도1동,제주시 동지역,한식,가정식
8127,신쭈,0.348,0.004,0.026000000000000002,서귀포시,송산동,서귀포시 동지역,한식,가정식
8128,신참떡볶이 신서귀포점,0.1,0.0,0.01,서귀포시,대천동,서귀포시 동지역,간식,분식
8129,신참떡볶이서귀포정방점,0.2316666666666667,0.006666666666666667,0.021666666666666667,서귀포시,정방동,서귀포시 동지역,간식,분식
8130,신창흑돼지두루치기,0.585,0.030833333333333334,0.06666666666666667,제주시,한경면,한경면,한식,가정식
8131,신촌3길,0.16199999999999998,0.0,0.012,제주시,조천읍,조천읍,한식,단품요리 전문
8132,신촌가든,0.19833333333333333,0.0,0.015,제주시,조천읍,조천읍,한식,단품요리 전문
8133,신촌구옥,0.3,0.01,0.0325,제주시,조천읍,조천읍,음료,커피
8134,신촌도시락,0.31,0.002857142857142857,0.02428571428571429,제주시,조천읍,조천읍,한식,도시락
8135,신촌밥상,0.295,0.013333333333333334,0.03,제주시,조천읍,조천읍,한식,가정식
8136,신촌불닭발,3.615,0.041666666666666664,0.26,제주시,노형동,제주시 동지역,한식,단품요리 전문
8137,신촌불닭발종로빈대떡,1.38,0.005,0.08666666666666667,제주시,삼양동,제주시 동지역,한식,단품요리 전문
8138,신촌뼈해장국,0.235,0.0,0.016666666666666666,제주시,조천읍,조천읍,한식,단품요리 전문
8139,신촌살롱,0.08833333333333333,0.0016666666666666668,0.008333333333333333,제주시,조천읍,조천읍,한식,단품요리 전문
8140,신촌수제비,0.14,0.01,0.018333333333333333,서귀포시,정방동,서귀포시 동지역,한식,단품요리 전문
8141,신촌풍경,0.305,0.01,0.03,제주시,조천읍,조천읍,한식,가정식
8142,신촌흑돼지강정,0.05666666666666667,0.04,0.041666666666666664,서귀포시,중앙동,서귀포시 동지역,한식,가정식
8143,신춘반점,1.3466666666666667,0.006666666666666667,0.08833333333333333,제주시,화북동,제주시 동지역,아시아음식,중식
