,CMPNM_NM,JJINHBT_SALES_PRICE_RATE,OTSD_SALES_PRICE_RATE,ALL_SALES_PRICE_RATE,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM
0,(30)년할매닭발노형점,1.2,0.01,0.07,제주시,노형동,제주시 동지역,한식,단품요리 전문
1,(makk),0.14666666666666667,0.03,0.03666666666666667,제주시,일도1동,제주시 동지역,간식,베이커리
2,(사복)한라원장애인직업재활시설,0.1925,0.0,0.015,제주시,애월읍,애월읍,간식,베이커리
3,(유)다올,0.20333333333333334,0.016666666666666666,0.03166666666666667,서귀포시,예래동,서귀포시 동지역,한식,가정식
4,(유)아웃백스테이크하우스코리아제주점,22.583333333333332,0.35833333333333334,1.7283333333333335,제주시,노형동,제주시 동지역,양식,패밀리 레스토랑
5,(유)케이디에셋 담앤루,0.05,0.0,0.01,서귀포시,중문동,서귀포시 동지역,한식,가정식
6,(육십)60계제주아라점,0.92,0.01,0.06,제주시,아라동,제주시 동지역,패스트푸드,치킨
7,(주) 뉴비지트,0.072,0.036,0.038,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
8,(주) 베이힐,0.5466666666666666,1.748333333333333,1.7366666666666666,서귀포시,예래동,서귀포시 동지역,한식,단품요리 전문
9,(주) 성우디엔에프,0.0,0.03333333333333333,0.03333333333333333,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문
10,(주) 신세계푸드  데블스도어 제주점,0.47500000000000003,0.555,0.5716666666666667,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
11,(주) 신세계푸드 제주대학교기숙사,0.9383333333333334,0.10666666666666667,0.16166666666666665,제주시,아라동,제주시 동지역,한식,구내식당/푸드코트
12,(주) 신세계푸드 제주신화월드  고래라면,0.25833333333333336,0.265,0.27166666666666667,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
13,(주) 신세계푸드 제주신화월드  윤경양식당,0.9183333333333333,0.38000000000000006,0.425,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
14,(주) 신세계푸드 제주신화월드  크랩통 제,0.515,0.7866666666666666,0.8033333333333333,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
15,(주) 신세계푸드 제주신화월드  티플레이스,2.0500000000000003,0.7533333333333333,0.8616666666666667,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
16,(주) 신세계푸드 제주신화월드  화니제주신,1.055,0.47333333333333333,0.5283333333333333,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
17,(주) 신세계푸드 제주신화월드테마파크점,0.0,0.0033333333333333335,0.0033333333333333335,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
18,(주) 아워홈 제주대학교병원제주점,1.0166666666666666,0.03,0.09333333333333334,제주시,아라동,제주시 동지역,한식,구내식당/푸드코트
19,(주) 아워홈 제주지방합동청사점,1.0466666666666666,0.013333333333333334,0.07833333333333334,제주시,이도2동,제주시 동지역,한식,구내식당/푸드코트
20,(주) 아워홈 제주한라병원점,1.335,0.011666666666666667,0.09333333333333334,제주시,연동,제주시 동지역,한식,구내식당/푸드코트
21,(주) 현대그린푸드 국세공무원교육원(제주),1.325,0.03666666666666667,0.11166666666666668,서귀포시,대륜동,서귀포시 동지역,한식,구내식당/푸드코트
22,(주)구푸디해운대밀면(본점),0.13333333333333333,0.006666666666666667,0.011666666666666667,서귀포시,대천동,서귀포시 동지역,한식,가정식
23,(주)김녕요트투어,0.005,0.011666666666666667,0.011666666666666667,제주시,구좌읍,구좌읍,한식,가정식
24,(주)네츄럴파크리조트,0.04,0.01,0.01,제주시,애월읍,애월읍,한식,가정식
25,(주)다모아미래컨벤션센터,4.276,0.0,0.27399999999999997,제주시,용담1동,제주시 동지역,한식,가정식
26,(주)대유산업,0.9316666666666666,0.9249999999999999,0.9533333333333333,서귀포시,예래동,서귀포시 동지역,한식,단품요리 전문
27,(주)동산관광 리시온레스토랑,0.09,0.0,0.01,서귀포시,표선면,표선면,한식,단품요리 전문
28,(주)리틀넥 애월점,0.4183333333333333,0.295,0.3116666666666667,제주시,애월읍,애월읍,양식,양식
29,(주)모스우드,0.036,0.01,0.014000000000000002,제주시,애월읍,애월읍,한식,단품요리 전문
30,(주)쁠랑뜨,0.5933333333333334,0.011666666666666667,0.043333333333333335,제주시,노형동,제주시 동지역,한식,단품요리 전문
31,(주)산굼부리,1.6183333333333334,1.71,1.7750000000000001,제주시,조천읍,조천읍,한식,가정식
32,(주)산티아고가는길,0.08166666666666667,0.011666666666666667,0.011666666666666667,제주시,한경면,한경면,한식,단품요리 전문
33,(주)산티아고가는길 남원점,0.07833333333333334,0.011666666666666667,0.015,서귀포시,남원읍,남원읍,한식,단품요리 전문
34,(주)삼다도횟집,2.5316666666666667,0.5466666666666667,0.68,제주시,용담2동,제주시 동지역,한식,단품요리 전문
35,(주)새들러컴퍼니 제주지점,2.065,0.45999999999999996,0.57,제주시,애월읍,애월읍,한식,단품요리 전문
36,(주)서울인더스트리포트그릴스테이크하우스,1.0683333333333334,0.14666666666666667,0.215,서귀포시,송산동,서귀포시 동지역,양식,스테이크
37,(주)서촌제 스시100,6.068,0.20800000000000002,0.584,제주시,연동,제주시 동지역,아시아음식,일식
38,(주)소프트라인 제주지점,0.025,0.0125,0.0125,서귀포시,예래동,서귀포시 동지역,한식,가정식
39,(주)신세계푸드 제주신화월드,1.29,0.5816666666666667,0.6466666666666666,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
40,(주)신세계푸드 제주신화월드 자니로켓,1.0050000000000001,0.36333333333333334,0.4183333333333333,서귀포시,안덕면,안덕면,한식,구내식당/푸드코트
41,(주)신세계푸드 제주신화월드 직원식당,0.1975,0.01125,0.02375,서귀포시,안덕면,안덕면,한식,단품요리 전문
42,(주)신세계푸드 한국공항공사 제주지역본부 직원식당,0.09500000000000001,0.005,0.011666666666666667,제주시,용담2동,제주시 동지역,한식,구내식당/푸드코트
43,(주)신세계푸드블랙스톤리조트,0.0,0.0,0.0,제주시,한림읍,한림읍,한식,단품요리 전문
44,(주)신화랜드던킨도너츠제주아라메가박스점,1.0433333333333332,0.011666666666666667,0.07166666666666667,제주시,아라동,제주시 동지역,간식,도너츠
45,(주)썬시티코리아,0.0,0.006666666666666667,0.006666666666666667,제주시,용담2동,제주시 동지역,양식,양식
46,(주)아워홈 KBS제주점,0.6174999999999999,0.00125,0.0375,제주시,이도2동,제주시 동지역,한식,구내식당/푸드코트
47,(주)아워홈 네오플제주점(NXC식당),0.01,0.0,0.0,제주시,노형동,제주시 동지역,한식,구내식당/푸드코트
48,(주)아워홈 네오플제주점(네오마루식당),0.01,0.0,0.0,제주시,노형동,제주시 동지역,한식,구내식당/푸드코트
49,(주)아워홈 디케이서비스제주점,0.22666666666666668,0.0,0.013333333333333334,제주시,아라동,제주시 동지역,한식,구내식당/푸드코트
50,(주)아워홈 렛츠런파크제주점 한식당,0.58,0.01,0.06,제주시,애월읍,애월읍,한식,구내식당/푸드코트
51,(주)아워홈 제주국제공항2지점,1.9666666666666668,0.4633333333333334,0.57,제주시,용담2동,제주시 동지역,한식,구내식당/푸드코트
52,(주)아워홈 제주국제공항점,3.9987500000000002,1.59,1.78625,제주시,용담2동,제주시 동지역,한식,구내식당/푸드코트
53,(주)아워홈 제주지방합동청사제주점,1.835,0.035,0.14666666666666667,제주시,이도2동,제주시 동지역,한식,구내식당/푸드코트
54,(주)아워홈 카카오제주점,0.9750000000000001,0.0,0.06333333333333334,제주시,아라동,제주시 동지역,한식,구내식당/푸드코트
55,(주)아워홈 휘닉스제주점,0.0,0.0,0.0,서귀포시,성산읍,성산읍,한식,구내식당/푸드코트
56,(주)아인당구카페,0.28833333333333333,0.0,0.021666666666666667,제주시,외도동,제주시 동지역,양식,양식
57,(주)에스피오엘  제주지점_한식,0.0,0.05833333333333334,0.05666666666666667,제주시,애월읍,애월읍,한식,가정식
58,(주)에이치엘아이제주지사,0.26,0.0,0.015000000000000001,제주시,이도2동,제주시 동지역,한식,단품요리 전문
59,(주)엠브릿지,0.15333333333333335,0.13166666666666668,0.13333333333333333,서귀포시,대정읍,대정읍,한식,단품요리 전문
60,(주)오드랑베이커리,7.3566666666666665,1.8983333333333334,2.2816666666666667,제주시,조천읍,조천읍,간식,베이커리
61,(주)오설록 제주점,3.885,9.015,9.003333333333334,서귀포시,안덕면,안덕면,음료,차
62,(주)오제이상사애월지점 낭푼밥상,0.355,0.12,0.135,제주시,연동,제주시 동지역,한식,가정식
63,(주)워크인제주,0.0,0.0,0.0,제주시,한경면,한경면,한식,단품요리 전문
64,(주)웨스트프라임,0.055,0.025,0.025,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
65,(주)웰메이드생활건강,0.0,0.0,0.0,서귀포시,중문동,서귀포시 동지역,한식,가정식
66,(주)유동커피 팩토리,0.425,0.01,0.03833333333333334,서귀포시,서홍동,서귀포시 동지역,한식,단품요리 전문
67,(주)유티에스제주,0.0,0.056666666666666664,0.05333333333333334,제주시,애월읍,애월읍,한식,가정식
68,(주)이에스리조트클럽,0.016666666666666666,0.041666666666666664,0.041666666666666664,서귀포시,중문동,서귀포시 동지역,양식,양식
69,(주)제담에프앤비 제주호랭이 성산점,0.2366666666666667,0.19499999999999998,0.205,서귀포시,성산읍,성산읍,한식,단품요리 전문
70,(주)제담에프앤비더플레이트한라대점,0.555,0.0033333333333333335,0.04,제주시,노형동,제주시 동지역,부페,부페
71,(주)제이콥에프앤비 제주아일랜드점,0.26666666666666666,0.17333333333333334,0.18499999999999997,서귀포시,안덕면,안덕면,한식,단품요리 전문
72,(주)제주국제컨벤션센터(던킨),0.5433333333333333,0.11166666666666665,0.14,서귀포시,중문동,서귀포시 동지역,간식,베이커리
73,(주)제주서서갈비,2.555,0.02333333333333333,0.17833333333333334,제주시,노형동,제주시 동지역,한식,가정식
74,(주)제주소나이와인점방,1.2566666666666666,0.20833333333333334,0.2816666666666667,서귀포시,서홍동,서귀포시 동지역,주점및주류판매,주류
75,(주)지이오코리아,1.375,0.28833333333333333,0.36166666666666664,제주시,노형동,제주시 동지역,아시아음식,일식
76,(주)짱죽 제주점,1.1266666666666667,0.049999999999999996,0.11666666666666665,제주시,아라동,제주시 동지역,한식,단품요리 전문
77,(주)참숯구이몬트락,2.0883333333333334,0.605,0.7216666666666667,제주시,건입동,제주시 동지역,한식,가정식
78,(주)캐롯닷밀,0.4383333333333333,0.12833333333333333,0.15,제주시,애월읍,애월읍,한식,단품요리 전문
79,(주)커피빈코리아,4.06,0.049999999999999996,0.2916666666666667,제주시,아라동,제주시 동지역,음료,커피
80,(주)코드넷,2.6683333333333334,0.055,0.21,제주시,오라동,제주시 동지역,한식,단품요리 전문
81,(주)파리크라상파리바게뜨 제주공항점,7.228333333333333,4.508333333333334,4.835,제주시,용담2동,제주시 동지역,간식,베이커리
82,(주)파리크라상파리바게뜨제주공항탑승점,4.760000000000001,3.6183333333333336,3.811666666666666,제주시,용담2동,제주시 동지역,간식,베이커리
83,(주)풍원정인국수,1.3216666666666665,0.06666666666666667,0.14666666666666667,제주시,애월읍,애월읍,한식,단품요리 전문
84,(주)프렌트립캠프서귀포,0.0033333333333333335,0.0,0.0,서귀포시,정방동,서귀포시 동지역,한식,단품요리 전문
85,(주)플래닛제주,1.235,0.27666666666666667,0.3433333333333333,제주시,연동,제주시 동지역,한식,단품요리 전문
86,(주)피자알볼로 제주점,1.865,0.013333333333333334,0.12333333333333334,제주시,이도2동,제주시 동지역,패스트푸드,피자
87,(주)한림공원,2.0483333333333333,1.4666666666666668,1.5466666666666666,제주시,한림읍,한림읍,한식,가정식
88,(주)한일고속,0.06333333333333334,0.034999999999999996,0.03666666666666667,제주시,건입동,제주시 동지역,한식,단품요리 전문
89,(주)행복,0.32,0.005,0.02333333333333333,제주시,연동,제주시 동지역,한식,단품요리 전문
90,(주)허브팜바이오,0.06166666666666667,0.03333333333333333,0.034999999999999996,서귀포시,안덕면,안덕면,한식,단품요리 전문
91,(주)호텔롯데 롯데호텔제주 델리카한스,0.82,0.11833333333333335,0.16666666666666666,서귀포시,예래동,서귀포시 동지역,간식,베이커리
92,0,0.27499999999999997,0.025000000000000005,0.04,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
93,007포차,0.21000000000000002,0.008,0.022,제주시,연동,제주시 동지역,한식,가정식
94,064바당,0.1725,0.005,0.0175,서귀포시,표선면,표선면,한식,가정식
95,064회덮밥,0.15,0.0,0.01,제주시,노형동,제주시 동지역,한식,단품요리 전문
96,09학번,0.0425,0.0025,0.0075,제주시,아라동,제주시 동지역,한식,가정식
97,1.5커피,0.12166666666666666,0.011666666666666667,0.018333333333333333,서귀포시,대정읍,대정읍,한식,단품요리 전문
98,1100고지휴게소,0.24833333333333332,0.11833333333333333,0.13,서귀포시,예래동,서귀포시 동지역,한식,가정식
99,1110서귀점,0.04,0.02,0.02,서귀포시,정방동,서귀포시 동지역,음료,커피
100,1110중문점,0.14333333333333334,0.013333333333333334,0.02,서귀포시,중문동,서귀포시 동지역,음료,커피
101,114화교반점,1.3499999999999999,0.018333333333333333,0.09666666666666668,제주시,노형동,제주시 동지역,아시아음식,중식
102,11시11분,0.545,0.021666666666666667,0.055,서귀포시,서홍동,서귀포시 동지역,양식,양식
103,12.제라,0.03,0.0,0.0033333333333333335,서귀포시,대정읍,대정읍,한식,단품요리 전문
104,12월,0.295,0.0,0.018333333333333333,제주시,삼양동,제주시 동지역,한식,단품요리 전문
105,14아워즈바비큐,0.5266666666666667,0.018333333333333333,0.051666666666666666,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
106,14온즈,0.027999999999999997,0.0,0.0,제주시,일도2동,제주시 동지역,한식,단품요리 전문
107,1727노리터,0.03,0.0,0.0,서귀포시,안덕면,안덕면,한식,단품요리 전문
108,17번가,0.26166666666666666,0.0016666666666666668,0.016666666666666666,제주시,애월읍,애월읍,한식,가정식
109,187센티멘트,0.09833333333333333,0.011666666666666667,0.016666666666666666,서귀포시,천지동,서귀포시 동지역,한식,단품요리 전문
110,191비어,0.005,0.005,0.005,제주시,도두동,제주시 동지역,주점및주류판매,맥주/요리주점
111,191카페,0.06333333333333334,0.015,0.018333333333333333,제주시,도두동,제주시 동지역,음료,커피
112,1943제주시청점,1.3283333333333334,0.055,0.1366666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
113,1943제주연동점,3.1,0.21833333333333335,0.4033333333333333,제주시,연동,제주시 동지역,한식,단품요리 전문
114,1950김프로,1.61,0.016666666666666666,0.11333333333333334,서귀포시,서홍동,서귀포시 동지역,한식,가정식
115,1950에어차이나 제주공항점,3.408333333333333,0.5850000000000001,0.775,제주시,용담2동,제주시 동지역,아시아음식,중식
116,1968연희동,0.22666666666666668,0.03,0.043333333333333335,서귀포시,안덕면,안덕면,한식,가정식
117,1970새마을포차 제주시청점,1.208,0.044,0.12200000000000003,제주시,이도2동,제주시 동지역,주점및주류판매,포장마차
118,1984에이치,0.060000000000000005,0.02,0.023333333333333334,제주시,연동,제주시 동지역,한식,단품요리 전문
119,1987루프탑라운지연동점,0.38000000000000006,0.03333333333333333,0.05833333333333333,제주시,연동,제주시 동지역,한식,단품요리 전문
120,19티성산일출봉점,0.016666666666666666,0.0,0.0,서귀포시,성산읍,성산읍,한식,단품요리 전문
121,1박2일,0.42333333333333334,0.0016666666666666668,0.023333333333333334,서귀포시,천지동,서귀포시 동지역,한식,가정식
122,1번가두마리치킨,0.205,0.01,0.021666666666666667,서귀포시,동홍동,서귀포시 동지역,패스트푸드,치킨
123,1석2조,0.5650000000000001,0.005,0.03833333333333334,제주시,연동,제주시 동지역,한식,가정식
124,1월구름,0.043333333333333335,0.0,0.0033333333333333335,서귀포시,안덕면,안덕면,간식,베이커리
125,1층마카롱,0.12333333333333334,0.0,0.006666666666666667,제주시,일도2동,제주시 동지역,한식,단품요리 전문
126,2003신덴뿌라떡볶이,0.5233333333333333,0.008333333333333333,0.04,제주시,연동,제주시 동지역,간식,분식
127,2010홍포차,0.17166666666666666,0.013333333333333334,0.021666666666666667,제주시,한림읍,한림읍,한식,가정식
128,203안전한먹거리연구소,0.105,0.01,0.0125,제주시,연동,제주시 동지역,한식,가정식
129,2046호,0.2875,0.0375,0.06,서귀포시,대정읍,대정읍,한식,단품요리 전문
130,204유부당,0.15,0.0016666666666666668,0.013333333333333334,제주시,노형동,제주시 동지역,아시아음식,일식
131,20년  전통부대찌개,0.9483333333333333,0.016666666666666666,0.075,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
132,20세기소년,0.695,0.03166666666666667,0.075,제주시,이도1동,제주시 동지역,한식,가정식
133,24시 전주명가콩나물국밥 노형점,2.7433333333333336,0.03166666666666667,0.19833333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
134,24시국수회관,1.6416666666666666,0.043333333333333335,0.14333333333333334,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
135,24시누름돌김치찌개,3.2550000000000003,0.06166666666666667,0.26166666666666666,제주시,연동,제주시 동지역,한식,가정식
136,24시누름돌생고기김치찌개 용담점,1.7283333333333333,0.04,0.14833333333333334,제주시,용담2동,제주시 동지역,한식,단품요리 전문
137,24시뼈다귀신제주점,0.7766666666666667,0.028333333333333335,0.07666666666666667,제주시,연동,제주시 동지역,한식,단품요리 전문
138,24시뼈다귀탕,1.04,0.017499999999999998,0.08333333333333333,서귀포시,표선면,표선면,한식,단품요리 전문
139,24시뼈다귀탕 신서귀점,2.8200000000000003,0.06999999999999999,0.2416666666666667,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문
140,24시뼈다귀탕동홍점,3.98,0.024999999999999998,0.26666666666666666,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
141,24시뼈다귀탕삼화점,0.5716666666666667,0.005,0.04,제주시,화북동,제주시 동지역,한식,단품요리 전문
142,24시뼈다귀탕이도점,0.33199999999999996,0.004,0.022,제주시,이도2동,제주시 동지역,한식,단품요리 전문
143,24시뼈다귀탕중문점,1.285,0.045000000000000005,0.125,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
144,24시서울뼈감탕해장국,0.6633333333333333,0.0033333333333333335,0.043333333333333335,제주시,이도2동,제주시 동지역,한식,단품요리 전문
145,24시야식,0.025,0.0,0.0,제주시,이도2동,제주시 동지역,한식,가정식
146,24시얼큰시원생고기김치찌개 노형점,1.7366666666666666,0.024999999999999998,0.13333333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
147,24시얼큰시원생고기김치찌개아라점,2.43,0.034999999999999996,0.17833333333333334,제주시,아라동,제주시 동지역,한식,단품요리 전문
148,24시얼큰시원생고기김치찌개외도점,2.055,0.016666666666666666,0.14666666666666667,제주시,외도동,제주시 동지역,한식,단품요리 전문
149,24시얼큰시원생고기김치찌개화북점,1.28,0.005,0.07500000000000001,제주시,화북동,제주시 동지역,한식,단품요리 전문
150,24시전주명가콩나물국밥,2.2908333333333335,0.0575,0.19416666666666668,제주시,아라동,제주시 동지역,한식,단품요리 전문
151,24시전주명가콩나물국밥일도점,2.91,0.02,0.19833333333333333,제주시,일도2동,제주시 동지역,한식,단품요리 전문
152,24시제주해장국,0.79,0.056666666666666664,0.10666666666666667,제주시,연동,제주시 동지역,한식,단품요리 전문
153,24시족발보쌈,0.0625,0.0,0.0025,서귀포시,남원읍,남원읍,한식,단품요리 전문
154,24케이,0.264,0.006,0.018,제주시,이도2동,제주시 동지역,한식,단품요리 전문
155,2500분식,0.08666666666666667,0.0,0.006666666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
156,25시해장국,0.4033333333333333,0.023333333333333334,0.04666666666666667,서귀포시,대정읍,대정읍,한식,단품요리 전문
157,2도비어 제주연동점,0.20666666666666667,0.008333333333333333,0.02,제주시,연동,제주시 동지역,주점및주류판매,맥주/요리주점
158,2도비어이도점,1.4833333333333334,0.008333333333333333,0.09666666666666666,제주시,이도2동,제주시 동지역,주점및주류판매,맥주/요리주점
159,2실로와,0.09,0.0,0.01,제주시,이도1동,제주시 동지역,한식,단품요리 전문
160,2에프,0.715,0.008333333333333333,0.049999999999999996,제주시,이도2동,제주시 동지역,한식,단품요리 전문
161,2에프쿠치나(2F cucina),0.28400000000000003,0.038,0.05600000000000001,제주시,한림읍,한림읍,양식,양식
162,2월22일(Twenty second of February),0.2816666666666667,0.0016666666666666668,0.018333333333333333,제주시,오라동,제주시 동지역,한식,단품요리 전문
163,300킬로그램참치공장,0.462,0.01,0.044,제주시,일도2동,제주시 동지역,아시아음식,일식
164,301호,0.8300000000000001,0.0,0.052000000000000005,제주시,이도2동,제주시 동지역,한식,단품요리 전문
165,30년일소추어탕,0.18500000000000003,0.015,0.024999999999999998,제주시,연동,제주시 동지역,한식,단품요리 전문
166,30년할매닭발,1.2155555555555555,0.012222222222222223,0.08555555555555555,제주시,일도2동,제주시 동지역,한식,단품요리 전문
167,30년할매닭발 한림점,0.38666666666666666,0.02,0.041666666666666664,제주시,한림읍,한림읍,한식,단품요리 전문
168,30년할매닭발노형점,0.9966666666666667,0.013333333333333334,0.07833333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
169,30년할매닭발모슬포점,0.6933333333333334,0.043333333333333335,0.08666666666666667,서귀포시,대정읍,대정읍,한식,단품요리 전문
170,30년할매닭발중문점,0.535,0.03,0.06,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
171,314마일,0.09666666666666666,0.028333333333333335,0.03333333333333333,서귀포시,중문동,서귀포시 동지역,양식,양식
172,33떡볶이외도하귀점,0.03,0.0,0.0,제주시,애월읍,애월읍,간식,분식
173,33떡볶이제주점,0.8633333333333333,0.06333333333333334,0.12333333333333334,서귀포시,대정읍,대정읍,간식,분식
174,358소주타운,0.21000000000000002,0.0,0.014000000000000002,서귀포시,남원읍,남원읍,한식,가정식
175,36.5도여름,0.20666666666666667,0.028333333333333335,0.041666666666666664,제주시,애월읍,애월읍,한식,가정식
176,365 더바삭,0.405,0.0033333333333333335,0.028333333333333335,제주시,아라동,제주시 동지역,한식,가정식
177,3657,0.515,0.19000000000000003,0.215,서귀포시,안덕면,안덕면,패스트푸드,햄버거
178,385아구찜,0.4883333333333333,0.024999999999999998,0.055,서귀포시,안덕면,안덕면,한식,단품요리 전문
179,4194800263,0.08833333333333333,0.0016666666666666668,0.008333333333333333,서귀포시,송산동,서귀포시 동지역,한식,가정식
180,4아일랜드,0.6533333333333333,0.03166666666666667,0.06833333333333334,서귀포시,송산동,서귀포시 동지역,한식,단품요리 전문
181,4트워크,0.21333333333333335,0.075,0.08666666666666667,제주시,애월읍,애월읍,한식,단품요리 전문
182,513텐동,1.095,0.1366666666666667,0.19666666666666668,제주시,외도동,제주시 동지역,아시아음식,일식
183,52카페,0.006666666666666667,0.0,0.0,서귀포시,대정읍,대정읍,음료,커피
184,5L2F(오엘이에프),0.49000000000000005,0.09833333333333334,0.12166666666666666,제주시,조천읍,조천읍,한식,단품요리 전문
185,5길,0.10166666666666667,0.03666666666666667,0.041666666666666664,제주시,구좌읍,구좌읍,한식,단품요리 전문
186,5자매식당,0.26499999999999996,0.0016666666666666668,0.02,제주시,구좌읍,구좌읍,한식,가정식
187,60계제주서귀포신시가지점,0.5433333333333333,0.013333333333333334,0.043333333333333335,서귀포시,대천동,서귀포시 동지역,패스트푸드,치킨
188,60계제주시청점,0.9983333333333334,0.01,0.06999999999999999,제주시,이도2동,제주시 동지역,패스트푸드,치킨
189,60계제주아라점,1.0716666666666665,0.01,0.075,제주시,아라동,제주시 동지역,패스트푸드,치킨
190,60계치킨 제주노형점,1.195,0.011666666666666667,0.08166666666666667,제주시,노형동,제주시 동지역,패스트푸드,치킨
191,60계치킨성산점,0.7949999999999999,0.03333333333333333,0.08,서귀포시,성산읍,성산읍,패스트푸드,치킨
192,60계치킨제주삼화지구점,1.4983333333333333,0.005,0.09500000000000001,제주시,화북동,제주시 동지역,패스트푸드,치킨
193,60계치킨제주서귀포동홍점,1.5633333333333335,0.016666666666666666,0.105,서귀포시,동홍동,서귀포시 동지역,패스트푸드,치킨
194,60계치킨제주서귀포중문점,0.8816666666666667,0.034999999999999996,0.08333333333333333,서귀포시,중문동,서귀포시 동지역,패스트푸드,치킨
195,60빈스,0.3833333333333333,0.12666666666666668,0.14666666666666667,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
196,666식당,0.045000000000000005,0.0,0.0033333333333333335,서귀포시,효돈동,서귀포시 동지역,한식,가정식
197,708090째즈스토리,0.16666666666666666,0.02666666666666667,0.03666666666666667,제주시,용담2동,제주시 동지역,한식,단품요리 전문
198,71포차,0.5316666666666666,0.006666666666666667,0.043333333333333335,서귀포시,대정읍,대정읍,한식,단품요리 전문
199,74짬뽕,0.05,0.0,0.0,제주시,연동,제주시 동지역,아시아음식,중식
200,777홀덤아레나,0.21666666666666667,0.006666666666666667,0.02,제주시,연동,제주시 동지역,한식,단품요리 전문
201,79대포 제주삼화지구점,0.225,0.0,0.015,제주시,삼양동,제주시 동지역,한식,가정식
202,79대포제주시청점,0.14833333333333334,0.0016666666666666668,0.013333333333333334,제주시,이도2동,제주시 동지역,한식,가정식
203,79대포제주일도점,0.4583333333333333,0.0,0.03,제주시,일도2동,제주시 동지역,한식,가정식
204,7번가피자 서귀점,0.5166666666666667,0.006666666666666667,0.03666666666666667,서귀포시,서홍동,서귀포시 동지역,패스트푸드,피자
205,7번가피자 신서귀점,0.44333333333333336,0.008333333333333333,0.03833333333333334,서귀포시,대천동,서귀포시 동지역,패스트푸드,피자
206,7번가피자 제주애월점,0.8716666666666667,0.03166666666666667,0.08166666666666667,제주시,애월읍,애월읍,패스트푸드,피자
207,7번가피자 중문점,0.345,0.006666666666666667,0.02666666666666667,서귀포시,중문동,서귀포시 동지역,패스트푸드,피자
208,7번가피자신제주점,0.5599999999999999,0.005,0.04,제주시,노형동,제주시 동지역,패스트푸드,피자
209,7번가피자아라점,0.98,0.01,0.06833333333333334,제주시,아라동,제주시 동지역,패스트푸드,피자
210,7번가피자제주삼화점,0.835,0.005,0.05666666666666667,제주시,삼양동,제주시 동지역,패스트푸드,피자
211,7번가피자제주외도점,0.6816666666666666,0.0033333333333333335,0.045000000000000005,제주시,외도동,제주시 동지역,패스트푸드,피자
212,7번가피자제주이도점,1.4033333333333333,0.011666666666666667,0.09500000000000001,제주시,이도2동,제주시 동지역,패스트푸드,피자
213,7번가피자제주한림점,0.8316666666666667,0.021666666666666667,0.07166666666666667,제주시,한림읍,한림읍,패스트푸드,피자
214,7번가피자함덕점,1.2366666666666666,0.043333333333333335,0.11499999999999999,제주시,조천읍,조천읍,패스트푸드,피자
215,7번길,0.315,0.008333333333333333,0.024999999999999998,서귀포시,영천동,서귀포시 동지역,한식,가정식
216,815광복상회,0.08,0.0,0.004,제주시,이도2동,제주시 동지역,한식,단품요리 전문
217,82포차,0.16,0.02,0.03,서귀포시,성산읍,성산읍,한식,단품요리 전문
218,83년생김지영,0.3033333333333333,0.034999999999999996,0.055,서귀포시,안덕면,안덕면,한식,가정식
219,88로스터즈,0.19166666666666665,0.006666666666666667,0.018333333333333333,제주시,화북동,제주시 동지역,한식,단품요리 전문
220,88버거,0.5516666666666666,0.4666666666666666,0.48500000000000004,서귀포시,중앙동,서귀포시 동지역,양식,양식
221,88양곱창,1.4066666666666665,0.008333333333333333,0.09333333333333334,제주시,이도2동,제주시 동지역,한식,단품요리 전문
222,89커피,0.01,0.0,0.0,제주시,외도동,제주시 동지역,한식,단품요리 전문
223,8군탕수육8군푸드,0.0275,0.0,0.0025,제주시,연동,제주시 동지역,아시아음식,중식
224,8번지,0.0016666666666666668,0.0,0.0016666666666666668,제주시,연동,제주시 동지역,한식,단품요리 전문
