ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202112,홍대98돈까스,제주시,아라동,제주시 동지역,한식,돈까스,0.18,0.42,0,0.02,0.01,0.16,-0.16,0.16,다나11a98b
202112,일품순두부아라점,제주시,아라동,제주시 동지역,한식,순두부,3.21,6.78,0.07,0.72,0.33,2.95,-0.71,2.95,다나11a98b
202112,24시얼큰시원생고기김치찌개아라점,제주시,아라동,제주시 동지역,한식,김치찌개,2.23,4.57,0.04,0.36,0.22,1.88,-0.67,1.88,다나11a98b
202112,심청이쌈밥,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.28,0.42,0,0.01,0.03,0.15,-0.08,0.15,다나11a98b
202112,에이바우트커피아라초점,제주시,아라동,제주시 동지역,음료,커피,0.88,7,0.03,1.3,0.11,3.53,-1.2,3.53,다나11a98b
202112,서쪽부엌,제주시,아라동,제주시 동지역,한식,가정식,0.09,0.22,0,0.04,0.01,0.11,-0.04,0.11,다나11a98b
202112,아라스시,제주시,아라동,제주시 동지역,한식,일식,1.37,1.06,0.01,0.03,0.12,0.39,-0.07,0.39,다나11a98b
202112,해도횟집본점,제주시,아라동,제주시 동지역,한식,회,2.19,1,0.07,0.13,0.25,0.46,-0.03,0.46,다나11a98b
202112,삼남매식당,제주시,아라동,제주시 동지역,한식,가정식,1.03,0.75,0.03,0.1,0.11,0.35,-0.15,0.35,다나11a98b
202112,김이박,제주시,아라동,제주시 동지역,한식,가정식,0.44,0.33,0.03,0.04,0.06,0.15,-0.03,0.15,다나11a98b
202112,춘풍설렁탕,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.66,1.28,0.01,0.09,0.07,0.52,-0.19,0.52,다나11a98b
202112,어깨동무,제주시,아라동,제주시 동지역,한식,가정식,0.25,0.81,0,0.08,0.02,0.35,-0.18,0.35,다나11a98b
202112,던킨도너츠아라점,제주시,아라동,제주시 동지역,간식,도너츠,1.49,5.35,0.01,0.26,0.13,2.07,-0.25,2.07,다나11a98b
202112,스톤브로스,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.42,1.48,0,0.11,0.04,0.61,-0.36,0.61,다나11a98b
202112,배떡아라점,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.49,1.23,0.01,0.13,0.05,0.54,-0.2,0.54,다나11a98b
202112,카페토르토니,제주시,아라동,제주시 동지역,음료,커피,0.17,0.5,0,0.04,0.02,0.21,0.35,0.21,다나11a98b
202112,도연이네,제주시,아라동,제주시 동지역,한식,커피,0.08,0.17,0,0,0.01,0.06,-0.03,0.06,다나11a98b
202112,다가미아라점,제주시,아라동,제주시 동지역,한식,가정식,0.54,2.29,0.03,0.44,0.07,1.16,-0.04,1.16,다나11a98b
202112,방일해장국아라점,제주시,아라동,제주시 동지역,한식,해장국,1.61,2.87,0.01,0.12,0.15,1.1,-0.47,1.1,다나11a98b
202112,제주오겹살왕돌구이집,제주시,아라동,제주시 동지역,한식,가정식,1.55,1.11,0.03,0.11,0.16,0.48,-0.12,0.48,다나11a98b
202112,남가네설악추어탕아라점,제주시,아라동,제주시 동지역,한식,추어탕,1.15,1.89,0.01,0.1,0.11,0.74,0.01,0.74,다나11a98b
202112,스니프,제주시,아라동,제주시 동지역,양식,양식,0.34,0.33,0.02,0.09,0.04,0.19,0.06,0.19,다나11a98b
202112,주식회사 티아이,제주시,아라동,제주시 동지역,한식,가정식,2.89,1.17,0.09,0.11,0.32,0.5,-0.16,0.5,다나11a98b
202112,추사밥상월정,제주시,아라동,제주시 동지역,한식,가정식,0.23,0.31,0,0,0.02,0.11,-0.07,0.11,다나11a98b
202112,오멘,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.53,1.48,0,0.03,0.05,0.54,-0.1,0.54,다나11a98b
202112,블레블랑제리,제주시,아라동,제주시 동지역,간식,베이커리,1.02,2.54,0.02,0.27,0.1,1.11,-0.32,1.11,다나11a98b
202112,바베큐통족구이보쌈아라점,제주시,아라동,제주시 동지역,한식,보쌈,0.39,0.33,0,0.01,0.03,0.12,-0.07,0.12,다나11a98b
202112,춘천명동닭갈비 아라점,제주시,아라동,제주시 동지역,한식,갈비,1.05,1.03,0.02,0.08,0.1,0.42,-0.1,0.42,다나11a98b
202112,장미반점,제주시,아라동,제주시 동지역,아시아음식,중식,0.83,1.36,0.01,0.09,0.08,0.55,-0.16,0.55,다나11a98b
202112,원조큰맘할매순대국 아라점,제주시,아라동,제주시 동지역,한식,순대국,0.94,1.93,0.01,0.12,0.08,0.77,-0.01,0.77,다나11a98b
202112,아랑조을국수,제주시,아라동,제주시 동지역,한식,면류,0.5,1.59,0.01,0.07,0.05,0.61,-0.11,0.61,다나11a98b
202112,넉넉한밥상,제주시,아라동,제주시 동지역,한식,가정식,0.27,0.5,0.01,0.11,0.04,0.27,-0.08,0.27,다나11a98b
202112,모어댄댓,제주시,아라동,제주시 동지역,양식,양식,1.69,1.62,0.02,0.11,0.16,0.65,-0.23,0.65,다나11a98b
202112,달달한청춘,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.04,0.14,0,0,0,0.05,0.01,0.05,다나11a98b
202112,사닮과,제주시,아라동,제주시 동지역,한식,단품요리 전문,0.67,1.36,0.01,0.23,0.07,0.67,-0.22,0.67,다나11a98b
202112,홍익돈까스 제주점,제주시,아라동,제주시 동지역,한식,돈까스,2.56,3.96,0.03,0.27,0.24,1.59,-0.34,1.59,다나11a98b
202112,컴포즈커피 제주아라점,제주시,아라동,제주시 동지역,음료,커피,0.89,8.7,0.01,0.4,0.08,3.34,-0.7,3.34,다나11a98b
202112,문경회센터,제주시,아라동,제주시 동지역,한식,회,1.59,0.75,0.09,0.21,0.22,0.44,-0.05,0.44,다나11a98b
202112,어디가맨,제주시,아라동,제주시 동지역,한식,가정식,0.26,0.73,0,0.06,0.02,0.3,-0.04,0.3,다나11a98b
202112,나의작은주방돈까스집,제주시,아라동,제주시 동지역,한식,돈까스,0.59,1.11,0.01,0.04,0.06,0.42,-0.05,0.42,다나11a98b
202112,롯데리아제주아라점,제주시,아라동,제주시 동지역,패스트푸드,햄버거,2.71,8.81,0.04,0.57,0.26,3.53,-0.79,3.53,다나11a98b
202112,비에이치씨치킨 아라점,제주시,아라동,제주시 동지역,패스트푸드,치킨,1.18,2.56,0.01,0.1,0.1,0.97,-0.21,0.97,다나11a98b
202112,리틀비엣,제주시,아라동,제주시 동지역,한식,단품요리 전문,1.95,2.59,0.03,0.13,0.19,1.01,-0.12,1.01,다나11a98b
202112,모닥치기아라,제주시,아라동,제주시 동지역,한식,가정식,0.49,1.31,0.01,0.11,0.05,0.55,-0.19,0.55,다나11a98b
202112,송화잔지기떡 제주아라점,제주시,아라동,제주시 동지역,간식,떡/한과,1.2,1.62,0.02,0.13,0.11,0.67,0.08,0.67,다나11a98b
202112,나이체,제주시,아라동,제주시 동지역,한식,단품요리 전문,1.57,5.66,0.03,0.49,0.16,2.37,-0.18,2.37,다나11a98b
202112,시월희,제주시,조천읍,조천읍,한식,단품요리 전문,0,0,0,0.01,0,0.01,-0.01,0.01,다다25a06b
202112,북촌에가면,제주시,조천읍,조천읍,한식,단품요리 전문,0.12,0.31,0.08,1.13,0.09,1.08,-0.78,1.08,다다25a06b
202112,기다려도,제주시,조천읍,조천읍,한식,단품요리 전문,0,0.03,0,0.02,0,0.03,0.04,0.03,다다25a06b
202112,라멩하우스,제주시,조천읍,조천읍,한식,가정식,0.22,0.31,0.02,0.19,0.04,0.27,-0.13,0.27,다다25a06b
202112,아라파파북촌,제주시,조천읍,조천읍,간식,베이커리,0.42,1,0.11,1.22,0.14,1.39,0.08,1.39,다다25a06b
202112,알마커피제작소,제주시,조천읍,조천읍,한식,커피,0.04,0.14,0.03,0.57,0.03,0.54,-0.12,0.54,다다25a06b
202112,북촌자연산횟집&직매장,제주시,조천읍,조천읍,한식,회,0,0,0.1,0.08,0.1,0.07,-0.06,0.07,다다25a06b
202112,주식회사 해녀의부엌 북촌점,제주시,조천읍,조천읍,한식,단품요리 전문,0,0,0.01,0.03,0.01,0.03,-0.03,0.03,다다25a06b
202112,마므레,서귀포시,남원읍,남원읍,한식,가정식,0.08,0.08,0.13,0.31,0.14,0.3,-0.15,0.3,다나25a76a
202112,마블링 남원점,서귀포시,남원읍,남원읍,한식,가정식,0.49,0.61,0.04,0.29,0.08,0.46,-0.2,0.46,다나25a76a
202112,카페그네,서귀포시,남원읍,남원읍,음료,커피,0.03,0.11,0.01,0.18,0.01,0.19,-0.07,0.19,다나25a76a
202112,선흘,제주시,조천읍,조천읍,한식,가정식,1.03,1.68,0.08,0.7,0.17,1.17,-0.45,1.17,다나25b99b
202112,알바메,제주시,조천읍,조천읍,한식,가정식,0.3,0.45,0.01,0.06,0.03,0.2,-0.03,0.2,다나25b99b
202112,선인가든,제주시,조천읍,조천읍,한식,고기,0.17,0.08,0.03,0.08,0.05,0.1,0.04,0.1,다나25b99b
202112,구좌상회,제주시,조천읍,조천읍,한식,단품요리 전문,0.5,1.11,0.27,2.76,0.3,2.75,-1.36,2.75,다나25b99b
202112,빌레와너드랑,제주시,조천읍,조천읍,한식,단품요리 전문,0.09,0.14,0.01,0.09,0.02,0.12,0.02,0.12,다나25b99b
202112,이공팔오,제주시,조천읍,조천읍,한식,단품요리 전문,0.26,0.36,0.05,0.37,0.07,0.44,0,0.44,다나25b99b
202112,거문오름꿈의숲,제주시,조천읍,조천읍,양식,양식,0,0,0,0.01,0,0.01,-0.01,0.01,다나25b99b
202112,협재장인의집,제주시,한림읍,한림읍,한식,가정식,0.17,0.14,0.09,0.31,0.1,0.31,-0.31,0.31,나나83b90b
202112,해찬미락,제주시,한림읍,한림읍,음료,커피,0.08,0.14,0.02,0.13,0.02,0.16,-0.16,0.16,나나83b90b
202112,면뽑는선생만두빚는아내,제주시,한림읍,한림읍,한식,만두,1.62,1.34,0.55,2.22,0.67,2.36,-0.36,2.36,나나83b90b
202112,오빠네해물라면,제주시,한림읍,한림읍,한식,단품요리 전문,0.04,0.05,0.23,1.37,0.23,1.19,-0.03,1.19,나나83b90b
202112,수일통닭한림점,제주시,한림읍,한림읍,패스트푸드,치킨,0.07,0.08,0.04,0.3,0.05,0.29,0.11,0.29,나나83b90b
202112,리치망고 협제점,제주시,한림읍,한림읍,음료,주스,0.01,0.05,0.06,1.05,0.06,0.92,0.62,0.92,나나83b90b
202112,바다이야기,제주시,한림읍,한림읍,아시아음식,일식,1.71,0.58,0.13,0.23,0.27,0.4,0.04,0.4,나나83b90b
202112,듬삭한,제주시,한림읍,한림읍,한식,단품요리 전문,0.26,0.31,0.1,0.68,0.12,0.69,-0.69,0.69,나나83b90b
202112,오리지날로맨스,제주시,한림읍,한림읍,한식,오리,0.04,0.08,0.03,0.41,0.03,0.38,0.08,0.38,나나83b90b
202112,설빙제주협재점,제주시,한림읍,한림읍,간식,아이스크림/빙수,0.23,0.67,0.01,0.21,0.03,0.41,0.45,0.41,나나83b90b
202112,빛남,제주시,한림읍,한림읍,한식,가정식,0.17,0.28,0.05,0.32,0.06,0.37,0.13,0.37,나나83b90b
202112,옹포바다,제주시,한림읍,한림읍,한식,단품요리 전문,0.89,0.25,0.41,0.61,0.48,0.61,0.12,0.61,나나83b90b
202112,스시걸,제주시,한림읍,한림읍,아시아음식,일식,0.1,0.03,0.02,0.06,0.02,0.06,0.05,0.06,나나83b90b
202112,황칠이야기,제주시,한림읍,한림읍,한식,가정식,0.2,0.22,0.01,0.02,0.02,0.1,-0.03,0.1,나나83b90b
202112,마담나탈리소셜클럽,제주시,한림읍,한림읍,양식,양식,1.03,0.81,0.26,1.31,0.34,1.4,-1.33,1.4,나나83b90b
202112,대금식당,제주시,한림읍,한림읍,한식,가정식,0,0,0.02,0.1,0.02,0.09,-0.05,0.09,나나83b90b
202112,컴컴제주,제주시,한림읍,한림읍,한식,단품요리 전문,0.1,0.28,0.05,0.67,0.06,0.67,-0.25,0.67,나나83b90b
202112,옹포횟집,제주시,한림읍,한림읍,한식,회,0.04,0.03,0.26,0.63,0.26,0.55,-0.13,0.55,나나83b90b
202112,대문집,제주시,한림읍,한림읍,한식,단품요리 전문,0.17,0.17,0.41,1.29,0.42,1.16,-0.18,1.16,나나83b90b
202112,2에프쿠치나(2F cucina),제주시,한림읍,한림읍,양식,양식,0.34,0.25,0.08,0.21,0.11,0.27,-0.22,0.27,나나83b90b
202112,제주하늘집,제주시,한림읍,한림읍,한식,가정식,0,0,0,0.01,0,0.01,-0.01,0.01,나나83b90b
202112,면도롱,제주시,한림읍,한림읍,한식,가정식,0.71,0.75,0.04,0.28,0.1,0.5,-0.14,0.5,나나83b90b
202112,독개물항,제주시,한림읍,한림읍,한식,단품요리 전문,0.11,0.11,0.38,1.05,0.38,0.94,0.07,0.94,나나83b90b
202112,옹포리,제주시,한림읍,한림읍,한식,가정식,0.03,0.03,0.08,0.44,0.08,0.38,-0.04,0.38,나나83b90b
202112,행복한밥상,제주시,애월읍,애월읍,한식,가정식,0.37,0.45,0.02,0.1,0.05,0.24,-0.24,0.24,나나97a93b
202112,퍼시몬,제주시,애월읍,애월읍,한식,단품요리 전문,0.09,0.28,0.03,0.36,0.04,0.4,0.15,0.4,나나97a93b
202112,주식회사제주한면가,제주시,조천읍,조천읍,한식,가정식,0.09,0.11,0.1,0.62,0.11,0.57,-0.18,0.57,다다25b02b
202112,오래된구름,제주시,조천읍,조천읍,양식,양식,0.19,0.11,0.08,0.17,0.1,0.18,-0.02,0.18,다다25b02b
202112,한화호텔앤드리조트(주)제주지점,제주시,봉개동,제주시 동지역,한식,구내식당/푸드코트,2.61,0.39,4.75,6.99,4.86,6.13,-6.13,6.13,다나19b95b
202112,율커피,서귀포시,남원읍,남원읍,한식,커피,0.01,0.05,0,0.02,0,0.04,-0.04,0.04,다나25b76a
202112,강원수산&남원동,서귀포시,남원읍,남원읍,아시아음식,회,0.38,0.2,0.22,0.88,0.25,0.82,-0.82,0.82,다나25b76a
202112,남원흑돼지연탄골목,서귀포시,남원읍,남원읍,한식,고기,0.17,0.05,0.3,0.53,0.3,0.47,-0.35,0.47,다나25b76a
202112,큰엉식당,서귀포시,남원읍,남원읍,한식,단품요리 전문,0.08,0.08,0.3,0.91,0.3,0.81,-0.36,0.81,다나25b76a
202112,한형수정원,제주시,한림읍,한림읍,한식,단품요리 전문,0.04,0.16,0.01,0.17,0.01,0.21,-0.21,0.21,나나83b90a
202112,라피아,제주시,한림읍,한림읍,한식,단품요리 전문,0,0,0.01,0.19,0.01,0.16,-0.03,0.16,나나83b90a
202112,제주해물통,제주시,조천읍,조천읍,한식,단품요리 전문,0.04,0.03,0.15,0.28,0.15,0.25,-0.12,0.25,다다25b06b
202112,한림바다생태체험마을,제주시,한림읍,한림읍,한식,회,0.46,0.28,0.13,0.38,0.17,0.42,-0.42,0.42,나나84b92b
202112,에그인선셋,제주시,한림읍,한림읍,한식,단품요리 전문,0.06,0.17,0,0.02,0.01,0.08,-0.08,0.08,나나84b92b
202112,지구촌식당,제주시,한림읍,한림읍,한식,가정식,0.25,0.22,0,0.02,0.02,0.1,0,0.1,나나84b92b
202112,상춘재,제주시,조천읍,조천읍,한식,가정식,0.54,0.64,0.7,3.44,0.73,3.17,-0.81,3.17,다나26a96b
202112,선흘에서,제주시,조천읍,조천읍,음료,커피,0.04,0.14,0,0.11,0.01,0.14,-0.14,0.14,다나26a96b
202112,도르멍,제주시,조천읍,조천읍,한식,가정식,0.79,1.53,0.02,0.12,0.08,0.63,-0.32,0.63,다다26a02a
202112,도르멍국수,제주시,조천읍,조천읍,한식,면류,0.19,0.42,0.02,0.16,0.04,0.28,-0.28,0.28,다다26a02a
202112,하늘창고,제주시,조천읍,조천읍,한식,가정식,0.05,0.17,0,0.04,0.01,0.1,-0.07,0.1,다다26a02a
202112,한국맥도날드(유)제주월드컵스타디움DT점,서귀포시,대천동,서귀포시 동지역,패스트푸드,햄버거,0.02,0.06,0,0.02,0,0.04,0.05,0.04,다나07b73b
202112,퍼블리코제이제이홀덤펍,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문,0,0,0,0.01,0,0.01,-0.01,0.01,다나07b73b
202112,브레드&커피피스서귀포점,서귀포시,대륜동,서귀포시 동지역,음료,커피,0.12,0.2,0.01,0.06,0.02,0.11,0.06,0.11,다나07b73b
202112,카페나인(9),서귀포시,대륜동,서귀포시 동지역,음료,커피,0.05,0.31,0,0.07,0.01,0.16,-0.09,0.16,다나07b73b
202112,푸주옥서귀포점,서귀포시,대륜동,서귀포시 동지역,한식,가정식,1.61,2.4,0.09,0.61,0.23,1.34,-0.52,1.34,다나07b73b
202112,섬사람,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.27,0.28,0.02,0.19,0.04,0.26,0.01,0.26,다나07b73b
202112,신전떡볶이신서귀포점,서귀포시,대륜동,서귀포시 동지역,간식,분식,0.2,0.67,0.02,0.44,0.04,0.61,-0.27,0.61,다나07b73b
202112,투썸플레이스 서귀포신시가지점,서귀포시,대륜동,서귀포시 동지역,음료,커피,0.86,3.32,0.08,1.41,0.15,2.35,-0.58,2.35,다나07b73b
202112,먹깨비촌,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.11,0.14,0.03,0.19,0.04,0.21,-0.21,0.21,다나07b73b
202112,제주등대아구찜 서귀포점,서귀포시,대륜동,서귀포시 동지역,한식,아구찜,0.2,0.17,0.01,0.04,0.03,0.1,-0.1,0.1,다나07b73b
202112,오늘은춘봉이네,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.56,0.81,0.03,0.13,0.07,0.39,-0.19,0.39,다나07b73b
202112,베이크샵스니프,서귀포시,대륜동,서귀포시 동지역,간식,베이커리,0.61,1.2,0.06,0.59,0.11,0.92,-0.4,0.92,다나07b73b
202112,이강통닭앤가츠,서귀포시,대륜동,서귀포시 동지역,한식,치킨,0.25,0.39,0.08,0.5,0.1,0.57,-0.18,0.57,다나07b73b
202112,자담치킨 혁신도시점,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.15,0.22,0.01,0.07,0.02,0.14,-0.04,0.14,다나07b73b
202112,막창꾸우맨,서귀포시,대륜동,서귀포시 동지역,한식,막창,0.43,0.25,0,0,0.04,0.09,-0.08,0.09,다나07b73b
202112,돌아온놀부네,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.49,0.33,0,0.01,0.05,0.12,-0.01,0.12,다나07b73b
202112,더벤티 신서귀포점,서귀포시,대륜동,서귀포시 동지역,음료,커피,1.22,11.13,0.02,1.11,0.12,4.79,-0.09,4.79,다나07b73b
202112,홈팝참치제주서호점,서귀포시,대륜동,서귀포시 동지역,아시아음식,참치,0.66,0.39,0.01,0.04,0.06,0.17,0.08,0.17,다나07b73b
202112,최고집,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.21,0.14,0.11,0.35,0.12,0.35,-0.13,0.35,다나07b73b
202112,곱을락,서귀포시,대천동,서귀포시 동지역,아시아음식,일식,0.28,0.2,0.02,0.08,0.05,0.14,-0.06,0.14,다나07b73b
202112,대박양곱창,서귀포시,대천동,서귀포시 동지역,한식,곱창,0.45,0.31,0.1,0.28,0.14,0.35,-0.35,0.35,다나07b73b
202112,인쌩맥주 신서귀포점,서귀포시,대천동,서귀포시 동지역,주점및주류판매,맥주/요리주점,0.52,0.53,0.07,0.4,0.11,0.53,-0.31,0.53,다나07b73b
202112,에이치푸드(H-FOOD)신서귀포점,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문,0.08,0.17,0.03,0.27,0.03,0.29,-0.12,0.29,다나07b73b
202112,역전할머니맥주,서귀포시,대천동,서귀포시 동지역,주점및주류판매,맥주/요리주점,0.78,1.06,0.14,0.82,0.2,1.07,-0.53,1.07,다나07b73b
202112,에어라인,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.02,0.03,0.01,0.01,0.01,0.02,-0.02,0.02,다나07b73b
202112,국수냐 국밥이냐,서귀포시,대륜동,서귀포시 동지역,한식,국밥,0.17,0.36,0.01,0.14,0.02,0.25,0.05,0.25,다나07b73b
202112,올레아구,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.02,0.05,0,0.04,0.01,0.06,0.04,0.06,다나07b73b
202112,세자매식당,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.27,0.56,0.01,0.1,0.03,0.28,0.02,0.28,다나07b73b
202112,제주비스타케이월드컵,서귀포시,대륜동,서귀포시 동지역,부페,뷔페,0.03,0.03,0.03,0.22,0.03,0.2,-0.01,0.2,다나07b73b
202112,와인여행,서귀포시,대륜동,서귀포시 동지역,주점및주류판매,주류,0.01,0.03,0.01,0.04,0.01,0.05,-0.01,0.05,다나07b73b
202112,옛날통닭,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.43,1.28,0.03,0.55,0.07,0.91,-0.18,0.91,다나07b73b
202112,갈비마당,서귀포시,대륜동,서귀포시 동지역,한식,갈비,0.44,0.36,0,0.03,0.04,0.15,-0.08,0.15,다나07b73b
202112,오븐에빠진닭  신서귀포점,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.8,0.86,0.03,0.18,0.1,0.45,-0.26,0.45,다나07b73b
202112,번개불,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.04,0.11,0,0.03,0.01,0.07,0.01,0.07,다나07b73b
202112,서귀정,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.5,0.36,0.08,0.2,0.12,0.3,-0.15,0.3,다나07b73b
202112,신시가지굽네치킨,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.24,0.58,0.02,0.19,0.04,0.36,-0.11,0.36,다나07b73b
202112,성원복집,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.15,0.25,0.02,0.09,0.03,0.16,-0.16,0.16,다나07b73b
202112,자연수산,서귀포시,대륜동,서귀포시 동지역,아시아음식,회,0.4,0.22,0.07,0.19,0.1,0.24,-0.1,0.24,다나07b73b
202112,오아시스,서귀포시,대륜동,서귀포시 동지역,양식,양식,0.34,0.36,0.01,0.04,0.04,0.16,-0.07,0.16,다나07b73b
202112,시끌벅적분식,서귀포시,대륜동,서귀포시 동지역,한식,분식,0.1,0.33,0.01,0.13,0.01,0.23,-0.23,0.23,다나07b73b
202112,구르메스시,서귀포시,대륜동,서귀포시 동지역,아시아음식,일식,0.37,0.03,0.79,0.72,0.8,0.62,-0.21,0.62,다나07b73b
202112,예향갈비,서귀포시,대륜동,서귀포시 동지역,한식,갈비,0.98,0.67,0.04,0.11,0.12,0.33,-0.18,0.33,다나07b73b
202112,한라반점,서귀포시,대륜동,서귀포시 동지역,아시아음식,중식,0.54,1.03,0.02,0.19,0.06,0.52,-0.34,0.52,다나07b73b
202112,페리카나신시가지점,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,1.01,1.64,0.01,0.08,0.09,0.63,-0.06,0.63,다나07b73b
202112,괸당집신시가지점,서귀포시,대륜동,서귀포시 동지역,한식,가정식,1.47,0.86,0.08,0.29,0.2,0.55,-0.15,0.55,다나07b73b
202112,청우식당,서귀포시,대천동,서귀포시 동지역,한식,가정식,0.08,0.17,0.04,0.29,0.04,0.31,-0.08,0.31,다나07b73b
202112,주식회사시스터필드,서귀포시,대천동,서귀포시 동지역,간식,베이커리,2.64,6.41,0.25,3.04,0.47,4.81,-1.41,4.81,다나07b73b
202112,중앙도서관 구내식당,서귀포시,대천동,서귀포시 동지역,한식,구내식당/푸드코트,0,0.03,0,0,0,0.01,0.11,0.01,다나07b73b
202112,파스쿠찌서귀포신시가지 주식회사,서귀포시,대천동,서귀포시 동지역,음료,커피,0.79,3.9,0.09,1.84,0.15,2.92,-1.34,2.92,다나07b73b
202112,연남물갈비서귀포점,서귀포시,대륜동,서귀포시 동지역,한식,갈비,0.44,0.42,0.06,0.2,0.09,0.32,-0.24,0.32,다나07b73b
202112,비비큐서귀포신시가지점,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.12,0.31,0.02,0.22,0.03,0.3,-0.08,0.3,다나07b73b
202112,치킨플러스서귀포혁신도시점,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨,0.02,0.03,0.01,0.09,0.01,0.09,0.07,0.09,다나07b73b
202112,동양식당(주),서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.01,0.03,0,0,0,0.01,-0.01,0.01,다나07b73b
202112,제주섬나무,서귀포시,대륜동,서귀포시 동지역,아시아음식,일식,0.22,0.53,0.03,0.39,0.05,0.52,-0.26,0.52,다나07b73b
202112,해송초밥,서귀포시,대륜동,서귀포시 동지역,아시아음식,일식,0.55,0.47,0.03,0.16,0.07,0.3,-0.06,0.3,다나07b73b
202112,못난이찹쌀꽈배기 신시가지점,서귀포시,대륜동,서귀포시 동지역,간식,베이커리,0.09,0.47,0,0.04,0.01,0.2,0.01,0.2,다나07b73b
202112,석이네식당,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.14,0.28,0.02,0.13,0.03,0.21,-0.2,0.21,다나07b73b
202112,천금음식점,서귀포시,대륜동,서귀포시 동지역,한식,가정식,1.88,0.78,0.04,0.09,0.2,0.35,-0.15,0.35,다나07b73b
202112,크라상점,서귀포시,대륜동,서귀포시 동지역,간식,베이커리,1.13,3.35,0.02,0.37,0.11,1.47,-1.47,1.47,다나07b73b
202112,제주삼다국수&도담찜닭,서귀포시,대륜동,서귀포시 동지역,한식,치킨,0.11,0.28,0.03,0.29,0.04,0.35,0.04,0.35,다나07b73b
202112,한잔하게,서귀포시,대륜동,서귀포시 동지역,주점및주류판매,꼬치구이,0.94,0.83,0.03,0.16,0.11,0.42,-0.24,0.42,다나07b73b
202112,복음이네 김밥만두,서귀포시,대륜동,서귀포시 동지역,한식,만두,0.48,1.76,0.02,0.37,0.06,0.92,-0.13,0.92,다나07b73b
202112,칠구사이포차,서귀포시,대륜동,서귀포시 동지역,한식,가정식,0.27,0.28,0.01,0.06,0.03,0.14,-0.03,0.14,다나07b73b
202112,마마,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.07,0.08,0.01,0.06,0.02,0.08,-0.05,0.08,다나07b73b
202112,제주돈부자,서귀포시,대륜동,서귀포시 동지역,한식,돼지고기,0,0,0,0.01,0,0.01,0,0.01,다나07b73b
202112,엉클통김밥 법환점,서귀포시,대천동,서귀포시 동지역,한식,분식,0.45,1.95,0.03,0.62,0.07,1.2,-0.3,1.2,다나07b73b
202112,명륜진사갈비신서귀포점,서귀포시,대천동,서귀포시 동지역,한식,갈비,1.83,1.59,0.09,0.44,0.24,0.92,-0.32,0.92,다나07b73b
202112,파리바게뜨서귀포월드컵점,서귀포시,대륜동,서귀포시 동지역,간식,베이커리,1.6,5.08,0.08,1.38,0.21,2.93,-1.04,2.93,다나07b73b
202112,숲숲 포 레스트,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.2,0.22,0.03,0.12,0.04,0.18,-0.11,0.18,다나07b73b
202112,치어스 서귀포점,서귀포시,대륜동,서귀포시 동지역,주점및주류판매,맥주/요리주점,0.21,0.14,0.05,0.12,0.06,0.15,-0.09,0.15,다나07b73b
202112,그랜마스,서귀포시,대륜동,서귀포시 동지역,양식,양식,0.53,1.4,0.05,0.73,0.09,1.11,-0.02,1.11,다나07b73b
202112,서귀포맛집코다리,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문,0.34,0.53,0.02,0.11,0.05,0.28,-0.08,0.28,다나07b73b
